date,home_team,visitor_team,h1_total,h2_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h2_spread,q1_spread,q2_spread,q3_spread,q4_spread
2023-03-24,Washington Wizards,San Antonio Spurs,119.19194314700931,116.98803928095526,59.64913390279183,59.5428092442175,59.961122681133986,57.02691659982127,-6.25,-6.25,-3.125,-3.125,-3.125,-3.125
2023-03-24,Boston Celtics,Indiana Pacers,120.94845599338629,118.71207354404302,60.52817377083297,60.42028222255333,60.84476027854017,57.86731326550285,-5.0,-5.0,-2.5,-2.5,-2.5,-2.5
2023-03-24,Toronto Raptors,Detroit Pistons,113.4205437946278,111.32335527366689,56.760860050656646,56.65968374397118,57.05774200394223,54.26561326972466,-8.75,-8.75,-4.375,-4.375,-4.375,-4.375
2023-03-31,Philadelphia 76ers,Toronto Raptors,120.19566477351044,117.97320171700541,60.15144239881534,60.04422237469512,60.46605845108038,57.50714326592503,-8.0,-8.0,-4.0,-4.0,-4.0,-4.0
2023-03-31,Brooklyn Nets,Atlanta Hawks,117.68636070725762,115.51029562688004,58.895671158756564,58.790689548501064,59.203719026214394,56.306576600665636,1.0,1.0,0.5,0.5,0.5,0.5
2023-03-31,Indiana Pacers,Oklahoma City Thunder,123.7086904662644,121.42127024318093,61.90952213489762,61.79916833136679,62.23333364589274,59.187936597288186,1.0,1.0,0.5,0.5,0.5,0.5
2023-03-31,Cleveland Cavaliers,New York Knicks,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2023-03-31,Washington Wizards,Orlando Magic,114.42426542112894,112.30851770971705,57.263168546680156,57.1610968744488,57.56267777388862,54.74583993582842,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25
2023-03-31,Boston Celtics,Utah Jazz,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,-6.0,-6.0,-3.0,-3.0,-3.0,-3.0
2023-03-31,Charlotte Hornets,Chicago Bulls,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,6.25,6.25,3.125,3.125,3.125,3.125
2023-04-01,Miami Heat,Dallas Mavericks,,,,,,,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25
2023-04-07,Brooklyn Nets,Orlando Magic,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,-4.5,-4.5,-2.25,-2.25,-2.25,-2.25
2023-04-07,Atlanta Hawks,Philadelphia 76ers,120.44659518013573,118.21949232601794,60.27701952282121,60.169575657314525,60.59229239356697,57.62719993245097,-5.75,-5.75,-2.875,-2.875,-2.875,-2.875
2023-04-07,Indiana Pacers,Detroit Pistons,122.20310802651271,119.9435265891057,61.15605939086236,61.04704863565036,61.47592999097316,58.467596598132545,1.75,1.75,0.875,0.875,0.875,0.875
2023-04-07,Charlotte Hornets,Houston Rockets,111.41310054162555,109.3530304015666,55.75624305860963,55.65685748301593,56.04787046404945,53.305159937517146,2.25,2.25,1.125,1.125,1.125,1.125
2023-04-07,Boston Celtics,Toronto Raptors,107.14728362899574,105.16609004835347,53.62143195050971,53.52585167848605,53.90189344177729,51.26419660657618,-4.0,-4.0,-2.0,-2.0,-2.0,-2.0
2023-04-07,Washington Wizards,Miami Heat,105.13984037599347,103.19576517625316,52.61681495846268,52.5230254175308,52.892021901884505,50.30374327436866,1.25,1.25,0.625,0.625,0.625,0.625
2023-04-08,Los Angeles Clippers,Portland Trail Blazers,,,,,,,-8.5,-8.5,-4.25,-4.25,-4.25,-4.25
2023-04-08,San Antonio Spurs,Minnesota Timberwolves,,,,,,,6.75,6.75,3.375,3.375,3.375,3.375
2023-10-24,Denver Nuggets,Los Angeles Lakers,114.17333501450366,112.0622271007045,57.13759142267428,57.035743591829394,57.43644383140202,54.62578326930248,-2.5,-2.5,-1.25,-1.25,-1.25,-1.25
2023-10-25,New York Knicks,Boston Celtics,,,,,,,1.25,1.25,0.625,0.625,0.625,0.625
2023-10-25,Brooklyn Nets,Cleveland Cavaliers,,,,,,,1.25,1.25,0.625,0.625,0.625,0.625
2023-10-25,Toronto Raptors,Minnesota Timberwolves,,,,,,,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25
2023-10-25,Charlotte Hornets,Atlanta Hawks,,,,,,,0.75,0.75,0.375,0.375,0.375,0.375
2023-10-25,Orlando Magic,Houston Rockets,,,,,,,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2023-10-25,Miami Heat,Detroit Pistons,,,,,,,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2023-10-25,Indiana Pacers,Washington Wizards,,,,,,,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2023-10-26,Milwaukee Bucks,Philadelphia 76ers,,,,,,,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2023-10-27,Charlotte Hornets,Detroit Pistons,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,0.75,0.75,0.375,0.375,0.375,0.375
2023-10-27,Boston Celtics,Miami Heat,111.66403094825083,109.59932101057913,55.8818201826155,55.78221076563534,56.174104406536046,53.42521660404309,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2023-10-27,Atlanta Hawks,New York Knicks,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,0.5,0.5,0.25,0.25,0.25,0.25
2023-10-27,Memphis Grizzlies,Denver Nuggets,108.15100525549687,106.15125248440361,54.12374044653322,54.027264808963665,54.406829211723675,51.74442327267993,3.75,3.75,1.875,1.875,1.875,1.875
2023-10-27,Cleveland Cavaliers,Oklahoma City Thunder,110.15844850849913,108.1215773565039,55.12835743858024,55.03009106991891,55.41670075161646,52.70487660488745,0.75,0.75,0.375,0.375,0.375,0.375
2023-10-28,Washington Wizards,Memphis Grizzlies,113.16961338800253,111.07706466465436,56.63528292665077,56.53433046135177,56.93150806145564,54.14555660319872,0.75,0.75,0.375,0.375,0.375,0.375
2023-10-28,New Orleans Pelicans,New York Knicks,113.16961338800253,111.07706466465436,56.63528292665077,56.53433046135177,56.93150806145564,54.14555660319872,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2023-10-28,Detroit Pistons,Chicago Bulls,110.15844850849913,108.1215773565039,55.12835743858024,55.03009106991891,55.41670075161646,52.70487660488745,1.25,1.25,0.625,0.625,0.625,0.625
2023-10-28,Toronto Raptors,Philadelphia 76ers,109.40565728862329,107.38270552946629,54.75162606656261,54.654031222060695,55.03799892415667,52.34470660530963,1.5,1.5,0.75,0.75,0.75,0.75
2023-11-03,Indiana Pacers,Cleveland Cavaliers,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2023-11-03,Chicago Bulls,Brooklyn Nets,,,,,,,-1.5,-1.5,-0.75,-0.75,-0.75,-0.75
2023-11-03,Milwaukee Bucks,New York Knicks,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2023-11-04,Orlando Magic,Los Angeles Lakers,109.40565728862329,107.38270552946629,54.75162606656261,54.654031222060695,55.03799892415667,52.34470660530963,1.75,1.75,0.875,0.875,0.875,0.875
2023-11-10,Boston Celtics,Brooklyn Nets,,,,,,,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2023-11-10,Detroit Pistons,Philadelphia 76ers,,,,,,,3.0,3.0,1.5,1.5,1.5,1.5
2023-11-14,Charlotte Hornets,Miami Heat,,,,,,,1.25,1.25,0.625,0.625,0.625,0.625
2023-11-14,Oklahoma City Thunder,San Antonio Spurs,,,,,,,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2023-11-14,Brooklyn Nets,Orlando Magic,,,,,,,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2023-11-14,Philadelphia 76ers,Indiana Pacers,,,,,,,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2023-11-14,Detroit Pistons,Atlanta Hawks,,,,,,,1.5,1.5,0.75,0.75,0.75,0.75
2023-11-17,San Antonio Spurs,Sacramento Kings,,,,,,,1.0,1.0,0.5,0.5,0.5,0.5
2023-11-17,Charlotte Hornets,Milwaukee Bucks,,,,,,,2.25,2.25,1.125,1.125,1.125,1.125
2023-11-17,Atlanta Hawks,Philadelphia 76ers,,,,,,,0.5,0.5,0.25,0.25,0.25,0.25
2023-11-17,Washington Wizards,New York Knicks,,,,,,,1.25,1.25,0.625,0.625,0.625,0.625
2023-11-17,Toronto Raptors,Boston Celtics,,,,,,,2.25,2.25,1.125,1.125,1.125,1.125
2023-11-17,Cleveland Cavaliers,Detroit Pistons,,,,,,,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2023-11-21,Atlanta Hawks,Indiana Pacers,,,,,,,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2023-11-21,Orlando Magic,Toronto Raptors,,,,,,,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2023-11-21,Philadelphia 76ers,Cleveland Cavaliers,,,,,,,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2023-11-24,Memphis Grizzlies,Phoenix Suns,103.3833275296165,101.4717309131654,51.73777509042154,51.645552439194965,52.00838430447832,49.46334660868708,3.25,3.25,1.625,1.625,1.625,1.625
2023-11-24,Memphis Grizzlies,Phoenix Suns,,,,,,,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25
2023-11-24,New York Knicks,Miami Heat,,,,,,,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5
2023-11-24,Orlando Magic,Boston Celtics,,,,,,,2.25,2.25,1.125,1.125,1.125,1.125
2023-11-24,Toronto Raptors,Chicago Bulls,,,,,,,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2023-11-28,New York Knicks,Charlotte Hornets,,,,,,,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2023-11-28,Cleveland Cavaliers,Atlanta Hawks,,,,,,,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0
2023-11-28,Miami Heat,Milwaukee Bucks,,,,,,,-0.75,-0.75,-0.375,-0.375,-0.375,-0.375
2023-11-28,Boston Celtics,Chicago Bulls,,,,,,,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2023-11-28,Brooklyn Nets,Toronto Raptors,,,,,,,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2023-12-02,Los Angeles Clippers,Golden State Warriors,115.42798704763007,113.2936801457672,57.765477042703665,57.66251000492642,58.067613543835016,55.22606660193218,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2023-12-02,Charlotte Hornets,Minnesota Timberwolves,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,3.0,3.0,1.5,1.5,1.5,1.5
2023-12-23,New York Knicks,Milwaukee Bucks,120.44659518013573,118.21949232601794,60.27701952282121,60.169575657314525,60.59229239356697,57.62719993245097,1.0,1.0,0.5,0.5,0.5,0.5
2023-12-25,Los Angeles Lakers,Boston Celtics,120.19566477351044,117.97320171700541,60.15144239881534,60.04422237469512,60.46605845108038,57.50714326592503,0.75,0.75,0.375,0.375,0.375,0.375
2023-12-25,Denver Nuggets,Golden State Warriors,115.67891745425536,113.53997075477973,57.891054166709544,57.787863287545825,58.193847486321616,55.34612326845812,-2.5,-2.5,-1.25,-1.25,-1.25,-1.25
2023-12-25,New York Knicks,Milwaukee Bucks,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,2.25,2.25,1.125,1.125,1.125,1.125
2023-12-30,Detroit Pistons,Toronto Raptors,114.92612623437951,112.80109892774212,57.51432279469191,57.41180343968761,57.81514565886182,54.9859532688803,2.25,2.25,1.125,1.125,1.125,1.125
2024-01-15,Atlanta Hawks,San Antonio Spurs,,,,,,,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2024-01-15,Philadelphia 76ers,Houston Rockets,,,,,,,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2024-01-15,Brooklyn Nets,Miami Heat,,,,,,,1.0,1.0,0.5,0.5,0.5,0.5
2024-01-15,Cleveland Cavaliers,Chicago Bulls,,,,,,,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2024-01-15,Memphis Grizzlies,Golden State Warriors,,,,,,,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5
2024-01-15,Toronto Raptors,Boston Celtics,,,,,,,2.25,2.25,1.125,1.125,1.125,1.125
2024-01-15,New York Knicks,Orlando Magic,,,,,,,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2024-01-15,Dallas Mavericks,New Orleans Pelicans,,,,,,,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2024-01-15,Washington Wizards,Detroit Pistons,,,,,,,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5
2024-01-20,Detroit Pistons,Milwaukee Bucks,119.69380396025988,117.48062049898033,59.90028815080358,59.79351580945631,60.21359056610718,57.26702993287315,5.75,5.75,2.875,2.875,2.875,2.875
2024-01-27,Brooklyn Nets,Houston Rockets,109.40565728862329,107.38270552946629,54.75162606656261,54.654031222060695,55.03799892415667,52.34470660530963,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2024-01-27,New York Knicks,Miami Heat,108.90379647537272,106.89012431144123,54.50047181855085,54.40332465682188,54.785531039183475,52.10459327225775,-2.5,-2.5,-1.25,-1.25,-1.25,-1.25
2024-01-27,Detroit Pistons,Washington Wizards,122.20310802651271,119.9435265891057,61.15605939086236,61.04704863565036,61.47592999097316,58.467596598132545,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5
2024-01-27,Denver Nuggets,Philadelphia 76ers,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2024-02-03,Philadelphia 76ers,Brooklyn Nets,116.18077826750591,114.03255197280481,58.142208414721296,58.03856985278463,58.44631537129481,55.586236601509995,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0
2024-02-10,Brooklyn Nets,San Antonio Spurs,115.67891745425536,113.53997075477973,57.891054166709544,57.787863287545825,58.193847486321616,55.34612326845812,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2024-02-10,Los Angeles Clippers,Detroit Pistons,119.19194314700931,116.98803928095526,59.64913390279183,59.5428092442175,59.961122681133986,57.02691659982127,-7.75,-7.75,-3.875,-3.875,-3.875,-3.875
2024-02-10,Dallas Mavericks,Oklahoma City Thunder,120.44659518013573,118.21949232601794,60.27701952282121,60.169575657314525,60.59229239356697,57.62719993245097,1.25,1.25,0.625,0.625,0.625,0.625
2024-03-02,Brooklyn Nets,Atlanta Hawks,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2024-03-02,Memphis Grizzlies,Portland Trail Blazers,104.13611874949235,102.21060274020302,52.114506462439174,52.02161228705318,52.38708613193811,49.8235166082649,-0.5,-0.5,-0.25,-0.25,-0.25,-0.25
2024-03-02,Miami Heat,Utah Jazz,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,-3.5,-3.5,-1.75,-1.75,-1.75,-1.75
2024-03-09,Los Angeles Clippers,Chicago Bulls,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,-4.5,-4.5,-2.25,-2.25,-2.25,-2.25
2024-03-15,Charlotte Hornets,Phoenix Suns,104.8889099693682,102.94947456724063,52.49123783445681,52.397672134911396,52.765787959397905,50.183686607842716,7.25,7.25,3.625,3.625,3.625,3.625
2024-03-15,Toronto Raptors,Orlando Magic,110.15844850849913,108.1215773565039,55.12835743858024,55.03009106991891,55.41670075161646,52.70487660488745,3.75,3.75,1.875,1.875,1.875,1.875
2024-03-15,Detroit Pistons,Miami Heat,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,4.25,4.25,2.125,2.125,2.125,2.125
2024-03-22,Detroit Pistons,Boston Celtics,117.68636070725762,115.51029562688004,58.895671158756564,58.790689548501064,59.203719026214394,56.306576600665636,6.25,6.25,3.125,3.125,3.125,3.125
2024-03-22,Toronto Raptors,Oklahoma City Thunder,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,6.5,6.5,3.25,3.25,3.25,3.25
2024-03-23,New York Knicks,Brooklyn Nets,102.37960590311536,100.48656847711526,51.235466594398034,51.14413930871734,51.50344853453193,48.98311994258332,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2024-03-23,Orlando Magic,Sacramento Kings,108.15100525549687,106.15125248440361,54.12374044653322,54.027264808963665,54.406829211723675,51.74442327267993,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2024-03-23,Atlanta Hawks,Charlotte Hornets,107.64914444224631,105.65867126637853,53.87258619852146,53.77655824372486,54.15436132675048,51.50430993962805,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2024-03-29,Orlando Magic,Los Angeles Clippers,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,2.25,2.25,1.125,1.125,1.125,1.125
2024-03-29,Indiana Pacers,Los Angeles Lakers,112.1658917615014,110.09190222860421,56.13297443062726,56.03291733087415,56.426572291509245,53.66532993709497,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2024-03-29,Brooklyn Nets,Chicago Bulls,103.13239712299122,101.22544030415287,51.612197966415664,51.520199156575565,51.88215036199172,49.34328994216114,0.75,0.75,0.375,0.375,0.375,0.375
2024-03-29,Cleveland Cavaliers,Philadelphia 76ers,104.63797956274291,102.70318395822808,52.36566071045093,52.272318852291995,52.639554016911305,50.06362994131678,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2024-03-29,Washington Wizards,Detroit Pistons,105.13984037599347,103.19576517625316,52.61681495846268,52.5230254175308,52.892021901884505,50.30374327436866,1.75,1.75,0.875,0.875,0.875,0.875
2024-03-29,Charlotte Hornets,Golden State Warriors,104.13611874949235,102.21060274020302,52.114506462439174,52.02161228705318,52.38708613193811,49.8235166082649,5.75,5.75,2.875,2.875,2.875,2.875
2024-04-05,Boston Celtics,Sacramento Kings,106.64542281574518,104.67350883032839,53.37027770249795,53.275145113247234,53.64942555680409,51.0240832735243,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2024-04-05,Washington Wizards,Portland Trail Blazers,111.66403094825083,109.59932101057913,55.8818201826155,55.78221076563534,56.174104406536046,53.42521660404309,0.75,0.75,0.375,0.375,0.375,0.375
2024-04-05,Indiana Pacers,Oklahoma City Thunder,121.70124721326214,119.45094537108064,60.9049051428506,60.79634207041155,61.223462105999964,58.227483265080664,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2024-04-05,Charlotte Hornets,Orlando Magic,110.6603093217497,108.61415857452899,55.37951168659199,55.28079763515772,55.66916863658966,52.944989937939326,2.25,2.25,1.125,1.125,1.125,1.125
2024-04-06,Brooklyn Nets,Detroit Pistons,108.15100525549687,106.15125248440361,54.12374044653322,54.027264808963665,54.406829211723675,51.74442327267993,-4.0,-4.0,-2.0,-2.0,-2.0,-2.0
2024-04-06,Los Angeles Lakers,Cleveland Cavaliers,114.42426542112894,112.30851770971705,57.263168546680156,57.1610968744488,57.56267777388862,54.74583993582842,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2024-04-12,Washington Wizards,Chicago Bulls,122.20310802651271,119.9435265891057,61.15605939086236,61.04704863565036,61.47592999097316,58.467596598132545,-1.75,-1.75,-0.875,-0.875,-0.875,-0.875
2024-04-12,New York Knicks,Brooklyn Nets,99.61937143023725,97.77737177797734,49.854118230333384,49.76525319990389,50.11487516717935,47.66249661079799,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2024-04-12,Cleveland Cavaliers,Indiana Pacers,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2024-04-12,Boston Celtics,Charlotte Hornets,109.154726881998,107.13641492045376,54.62604894255673,54.52867793944129,54.91176498167007,52.22464993878369,-3.25,-3.25,-1.625,-1.625,-1.625,-1.625
2024-04-12,Philadelphia 76ers,Orlando Magic,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2024-10-22,Boston Celtics,New York Knicks,111.91496135487611,109.84561161959168,56.00739730662138,55.90756404825475,56.300338349022645,53.54527327056903,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2024-10-23,Detroit Pistons,Indiana Pacers,117.43543030063233,115.26400501786749,58.770094034750684,58.66533626588166,59.0774850837278,56.186519934139696,2.25,2.25,1.125,1.125,1.125,1.125
2024-10-23,Philadelphia 76ers,Milwaukee Bucks,112.41682216812669,110.33819283761675,56.25855155463314,56.158270613493556,56.55280623399584,53.78538660362091,1.75,1.75,0.875,0.875,0.875,0.875
2024-10-23,Miami Heat,Orlando Magic,104.63797956274291,102.70318395822808,52.36566071045093,52.272318852291995,52.639554016911305,50.06362994131678,-1.0,-1.0,-0.5,-0.5,-0.5,-0.5
2024-10-23,Atlanta Hawks,Brooklyn Nets,111.16217013500027,109.10673979255407,55.63066593460375,55.53150420039653,55.92163652156285,53.185103270991206,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2024-10-23,Toronto Raptors,Cleveland Cavaliers,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,3.25,3.25,1.625,1.625,1.625,1.625
2024-10-24,Washington Wizards,Boston Celtics,117.68636070725762,115.51029562688004,58.895671158756564,58.790689548501064,59.203719026214394,56.306576600665636,6.5,6.5,3.25,3.25,3.25,3.25
2024-10-24,Dallas Mavericks,San Antonio Spurs,115.17705664100478,113.04738953675466,57.639899918697786,57.53715672230702,57.941379601348416,55.10600993540624,-3.75,-3.75,-1.875,-1.875,-1.875,-1.875
2024-10-25,Atlanta Hawks,Charlotte Hornets,115.92984786088064,113.78626136379226,58.016631290715424,57.91321657016523,58.32008142880821,55.466179934984055,-2.5,-2.5,-1.25,-1.25,-1.25,-1.25
2024-10-25,Cleveland Cavaliers,Detroit Pistons,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-5.25,-5.25,-2.625,-2.625,-2.625,-2.625
2024-10-25,Toronto Raptors,Philadelphia 76ers,110.15844850849913,108.1215773565039,55.12835743858024,55.03009106991891,55.41670075161646,52.70487660488745,1.75,1.75,0.875,0.875,0.875,0.875
2024-10-25,Orlando Magic,Brooklyn Nets,103.13239712299122,101.22544030415287,51.612197966415664,51.520199156575565,51.88215036199172,49.34328994216114,-5.75,-5.75,-2.875,-2.875,-2.875,-2.875
2024-10-25,New York Knicks,Indiana Pacers,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,-2.5,-2.5,-1.25,-1.25,-1.25,-1.25
2024-10-26,Washington Wizards,Cleveland Cavaliers,109.65658769524858,107.62899613847884,54.87720319056848,54.779384504680095,55.16423286664327,52.46476327183557,4.75,4.75,2.375,2.375,2.375,2.375
2024-10-26,Detroit Pistons,Boston Celtics,124.21055127951497,121.91385146120601,62.16067638290938,62.0498748966056,62.48580153086594,59.428049930340066,6.75,6.75,3.375,3.375,3.375,3.375
2024-10-26,Charlotte Hornets,Miami Heat,105.13984037599347,103.19576517625316,52.61681495846268,52.5230254175308,52.892021901884505,50.30374327436866,4.75,4.75,2.375,2.375,2.375,2.375
2024-10-26,Denver Nuggets,Los Angeles Clippers,109.90751810187385,107.87528674749137,55.00278031457436,54.9047377872995,55.29046680912986,52.58481993836151,-4.0,-4.0,-2.0,-2.0,-2.0,-2.0
2024-10-27,Indiana Pacers,Philadelphia 76ers,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,-3.5,-3.5,-1.75,-1.75,-1.75,-1.75
2024-10-27,Brooklyn Nets,Milwaukee Bucks,115.17705664100478,113.04738953675466,57.639899918697786,57.53715672230702,57.941379601348416,55.10600993540624,5.0,5.0,2.5,2.5,2.5,2.5
2024-10-27,Portland Trail Blazers,New Orleans Pelicans,109.65658769524858,107.62899613847884,54.87720319056848,54.779384504680095,55.16423286664327,52.46476327183557,2.75,2.75,1.375,1.375,1.375,1.375
2024-10-27,Oklahoma City Thunder,Atlanta Hawks,116.68263908075649,114.52513319082988,58.393362662733054,58.28927641802345,58.69878325626801,55.826349934561875,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2024-10-28,Atlanta Hawks,Washington Wizards,114.67519582775422,112.55480831872958,57.388745670686035,57.2864501570682,57.68891171637522,54.86589660235436,-5.75,-5.75,-2.875,-2.875,-2.875,-2.875
2024-10-28,New York Knicks,Cleveland Cavaliers,111.41310054162555,109.3530304015666,55.75624305860963,55.65685748301593,56.04787046404945,53.305159937517146,-1.25,-1.25,-0.625,-0.625,-0.625,-0.625
2024-10-28,Miami Heat,Detroit Pistons,110.40937891512442,108.36786796551645,55.25393456258612,55.15544435253831,55.54293469410306,52.824933271413386,-4.25,-4.25,-2.125,-2.125,-2.125,-2.125
2024-10-28,Boston Celtics,Milwaukee Bucks,117.43543030063233,115.26400501786749,58.770094034750684,58.66533626588166,59.0774850837278,56.186519934139696,-4.75,-4.75,-2.375,-2.375,-2.375,-2.375
2024-10-28,Orlando Magic,Indiana Pacers,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-2.75,-2.75,-1.375,-1.375,-1.375,-1.375
2024-10-28,Toronto Raptors,Denver Nuggets,110.15844850849913,108.1215773565039,55.12835743858024,55.03009106991891,55.41670075161646,52.70487660488745,3.75,3.75,1.875,1.875,1.875,1.875
2024-10-29,Brooklyn Nets,Denver Nuggets,109.40565728862329,107.38270552946629,54.75162606656261,54.654031222060695,55.03799892415667,52.34470660530963,3.5,3.5,1.75,1.75,1.75,1.75
2024-10-29,Minnesota Timberwolves,Dallas Mavericks,112.66775257475196,110.58448344662928,56.384128678639016,56.283623896112964,56.67904017648244,53.90544327014685,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2024-10-30,Golden State Warriors,New Orleans Pelicans,108.65286606874744,106.64383370242868,54.37489469454497,54.27797137420248,54.659297096696875,51.98453660573181,0.75,0.75,0.375,0.375,0.375,0.375
2024-10-30,Miami Heat,New York Knicks,107.64914444224631,105.65867126637853,53.87258619852146,53.77655824372486,54.15436132675048,51.50430993962805,1.0,1.0,0.5,0.5,0.5,0.5
2024-10-30,Philadelphia 76ers,Detroit Pistons,108.90379647537272,106.89012431144123,54.50047181855085,54.40332465682188,54.785531039183475,52.10459327225775,-2.25,-2.25,-1.125,-1.125,-1.125,-1.125
2024-10-30,Indiana Pacers,Boston Celtics,116.93356948738177,114.77142379984242,58.51893978673893,58.41462970064285,58.8250171987546,55.946406601087816,3.25,3.25,1.625,1.625,1.625,1.625
2024-10-30,Cleveland Cavaliers,Los Angeles Lakers,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,-2.5,-2.5,-1.25,-1.25,-1.25,-1.25
2024-10-30,Charlotte Hornets,Toronto Raptors,113.67147420125309,111.56964588267944,56.886437174662525,56.78503702659058,57.18397594642883,54.3856699362506,-5.75,-5.75,-2.875,-2.875,-2.875,-2.875
